province;red;green;blue;x;x
1652;188;186;55;Prey Nokor;x
1653;207;118;52;Phnom Penh;x
1654;218;97;229;Siem Reap;x
1655;48;217;115;Stung Treng;x
1656;217;56;48;Kukhanor Surin;x
1657;202;160;37;Niger River;x
1658;229;90;52;Champassak;x
1659;48;244;64;Köln;x
1660;175;62;0;Nassau;x
1661;195;86;173;Kanem;x
1662;47;60;255;Koblenz;x
1663;177;78;192;Ostfriesland;x
1664;49;84;64;Brunswick;x
1665;42;191;26;Solomon Sea;x
1666;48;76;128;Meppen;x
1667;49;80;255;Hannover;x
1668;177;82;0;Wolfsburg;x
1669;202;160;36;Venaissin;x
1670;49;88;192;Thüringen;x
1671;172;6;35;Tinian Sea;x
1672;177;86;128;Kassel;x
1673;40;138;74;Sanriku Coast;x
1674;206;75;32;Coral Sea;x
1675;53;195;146;Niger River;x
1676;20;50;232;Shandong;x
1677;202;36;36;Hebei;x
1678;34;204;43;Western Fidji Basin;x
1679;222;216;64;Jianchang;x
1680;222;72;64;Dali;x
1681;4;135;17;Dehong;x
1682;41;210;69;Jinan;x
1683;157;222;64;Yanzhou;x
1684;85;128;23;Handan;x
1685;48;48;231;Kunming;x
1686;195;83;60;Wenshan;x
1687;183;237;106;Guangxi;x
1688;32;198;23;Liuzhou;x
1689;142;237;138;Guilin;x
1690;25;135;23;Nongbua Lamphu;x
1691;219;225;51;Nong Khai;x
1692;52;181;49;Savanh Nakhone;x
1693;14;121;24;Thakhek;x
1694;159;36;20;Xiankhouang;x
1695;42;71;164;Storsjön;x
1696;52;92;32;Lake Van;x
1697;232;123;108;Tuz Gölü;x
1698;88;232;20;Lake Daryacheh;x
1699;25;75;11;Lake Hongze;x
1700;249;232;47;Tonie Sap Lake;x
1701;56;60;126;Siak;x
1702;74;231;32;Lake Taihu;x
1703;99;186;75;Dongting;x
1704;51;138;34;Lac Saint Jean;x
1705;241;223;24;Lake Athabasca;x
1706;229;10;56;Lac Minto;x
1707;31;82;21;Yathkyed Lake;x
1708;119;20;9;Kasba Lake;x
1709;45;196;42;Dubawni Lake;x
1710;227;222;97;Williston Lake;x
1711;100;104;196;Great Salt Lake;x
1712;82;224;62;Greenland Tip;x
1713;169;183;14;Storebælt;x
1714;165;50;79;Jiujiang;x
1715;225;244;9;Lac Bienville;x
1716;65;181;42;Norra Östersjön;x
1717;205;200;72;Danziger Bucht;x
1718;208;22;22;Ålands Hav;x
1719;46;193;26;North Sea;x
1720;227;208;45;Dead Sea;x
1721;89;205;66;Hjälmaren;x
1722;20;65;8;Gulf Of Satalia;x
1723;150;239;101;Western Norwegian Sea;x
1724;234;232;34;Wholdaia Lake;x
1725;48;193;41;Peter Pond Lake;x
1726;12;83;9;Nueltin Lake;x
1727;193;41;41;Wollaston Lake;x
1728;95;95;234;Great Slave Lake;x
1729;220;126;43;Lake Reindeer;x
1730;217;224;19;Lake Island;x
1731;214;243;51;Lac Al Eau Claire;x
1732;29;111;7;Lake Champlain;x
1733;220;35;70;Tana Lake;x
1734;152;150;17;Lake Turkana;x
1735;51;222;17;Lac Michikamau;x
1736;80;196;49;Lake Poopo;x
1737;17;56;7;Sevan Lake;x
1738;183;217;49;Lac Manicouagan;x
1739;22;148;19;La Grande Riviere;x
1740;224;19;19;Bodensee;x
1741;36;48;203;Lake Geneva;x
1742;195;193;25;Central Finish Lakes;x
1743;234;59;96;Kara Sea;x
1744;28;109;18;East Finish Lakes;x
1745;241;145;51;Storavan;x
1746;231;206;139;Western Finish Lakes;x
1747;232;173;15;Tiki Basin;x
1748;169;46;46;Equatorial Pacific Counter Current;x
1749;68;212;92;South Equatorial Pacific Current;x
1750;21;38;166;Easter Island;x
1751;217;142;142;Humboldt Current;x
1752;184;182;48;Eastern Equatorial Pacific Current;x
1753;68;179;56;Peru Current;x
1754;241;167;50;Clipperton Island;x
1755;200;24;40;Juan Fernandez Islands;x
1756;52;35;184;Eastern Equatorial Pacific Counter Current;x
1757;15;128;12;Pacific Ocean;x
1758;184;84;84;Galapagos Islands;x
1759;234;227;28;Nazca Ridge;x
1760;86;105;220;Sea Of Japan;x
1761;198;32;192;Guatemala Basin;x
1762;94;232;76;Cocos Ridge;x
1763;95;77;227;San Felix Island;x
1764;68;234;46;Philippine Sea;x
1765;197;64;225;Yap Islands;x
1766;73;174;60;Tay Nguyen;x
1767;234;159;28;Iwo Jima Sea;x
1768;181;25;25;Marquises Islands;x
1769;15;148;12;Tuamotu Islands;x
1770;241;105;105;Gilbert Islands;x
1771;225;80;80;Melanesia Sea;x
1772;193;13;51;Central Caribbean;x
1773;38;111;28;Marshall Islands;x
1774;244;160;28;Moscitos Coast;x
1775;67;102;215;Bay Of Anadyr;x
1776;111;236;98;Coast Of Pepper;x
1777;217;126;45;Nauru Island;x
1778;225;210;86;New Caledonian Sea;x
1779;191;169;46;Society Islands;x
1780;92;232;102;Phoenix Islands;x
1781;140;11;29;Palmyra Island;x
1782;142;125;31;Carolina And Flint Islands;x
1783;21;133;29;Western Equatorial Pacific Counter Current;x
1784;205;47;47;Kirimati Island;x
1785;222;190;15;Pitcairn Island;x
1786;47;69;205;Kiribati Islands;x
1787;15;222;29;East Pacific Ridge;x
1788;222;10;10;Tubuai Islands;x
1789;93;210;61;Tonga Islands;x
1790;56;162;36;Helgoland Bight;x
1791;200;181;20;Bounty Island;x
1792;66;102;56;Fiji Basin;x
1793;227;212;48;Samoa Islands;x
1794;51;169;20;East Of New Hebrides;x
1795;159;20;40;Chatham Island;x
1796;205;177;22;South Pacific Raging Fifties;x
1797;222;15;215;South Pacific;x
1798;232;41;45;Mornington Abyssal Plain;x
1799;41;41;231;Clipperton Fracture Zone;x
1800;224;11;11;Southern Humboldt Current;x
1801;61;236;38;South Pacific Roaring Forties;x
1802;193;191;48;Vazo;x
1803;224;66;118;Mapunbugwe;x
1804;36;111;16;North Equatorial Pacific Current;x
1805;233;136;234;Djenne;x
1806;193;33;195;Mande;x
1807;217;211;48;Wassulu;x
1808;48;217;64;Sakassou;x
1809;122;207;144;Boussouma;x
1810;231;41;94;Wagadugu;x
1811;232;220;89;Kong;x
1812;217;48;48;Gyaanman;x
1813;210;133;133;Peureulak;x
1814;89;116;232;Minangkabau;x
1815;106;232;89;Rokan;x
1816;227;184;33;Pagarruyung;x
1817;174;23;23;Indragiri;x
1818;89;232;227;Jambi;x
1819;232;227;89;Aru;x
1820;34;147;42;Kediri;x
1821;40;75;227;Yatenga;x
1822;167;74;79;Lijiang;x
1823;37;44;126;Xiamen;x
1824;213;79;98;Panduranga;x
1825;143;26;42;Kauthara;x
1826;179;50;68;Vijaya;x
1827;195;67;67;Amaravati;x
1828;244;74;74;Hue;x
1829;215;40;40;Qinghai Lake;x
1830;165;46;173;Jianning;x
1831;200;16;16;Nghe An;x
1832;75;60;64;Györ;x
1833;37;248;32;Tingzhou;x
1834;203;49;49;Niger River;x
1835;229;43;43;Thuan Hoa;x
1836;234;231;17;Kelantan;x
1837;78;172;87;Terengganu;x
1838;126;43;45;Perak;x
1839;196;194;59;Pahang;x
1840;239;27;162;Selangor;x
1841;224;38;38;Malacca;x
1842;225;108;218;Singapore;x
1843;200;194;39;Johor;x
1844;38;143;47;Pattani;x
1845;152;49;71;Kedah;x
1846;225;108;132;Ligore;x
1847;231;41;45;Thawai;x
1848;52;172;40;Marit;x
1849;207;205;43;Tanjung Salang;x
1850;80;106;77;Chaiya;x
1851;139;212;130;Mong Kawng;x
1852;81;224;62;Tamanthi;x
1853;203;188;25;Naga;x
1854;33;107;23;Hkamti Long;x
1855;35;131;30;Riau;x
1856;73;181;40;Bangka;x
1857;232;225;36;Nias;x
1858;201;57;57;Mentawai;x
1859;52;72;225;The Andamans;x
1860;93;231;32;Gayo;x
1861;104;186;68;Pasai;x
1862;222;215;36;Aceh;x
1863;203;201;26;Ratchaburi;x
1864;52;184;38;Moulmein;x
1865;225;223;33;Martaban;x
1866;180;126;173;Phetchaburi;x
1867;50;133;24;Pegu;x
1868;231;224;22;Ayeyarwady;x
1869;87;215;74;Sandoway;x
1870;184;172;33;Pagan;x
1871;233;239;55;Pyay;x
1872;34;244;24;Manipur;x
1873;34;66;30;Hsipaw;x
1874;19;119;16;Cachar;x
1875;104;234;87;Toungoo;x
1876;232;239;30;Arakan;x
1877;18;114;25;Sagaing;x
1878;208;206;22;Kyaukse;x
1879;205;32;77;Hsenwi;x
1880;229;224;84;Mong Pai;x
1881;207;64;64;Xishuan Banna;x
1882;113;220;108;Pu'er;x
1883;43;130;34;Kale;x
1884;177;167;56;Thaungdut;x
1885;154;59;59;Tripura;x
1886;236;229;38;Phongsali;x
1887;137;231;132;Luang Prabang;x
1888;52;152;47;Luang Namtha;x
1889;195;208;89;Nis;x
1890;54;177;48;Branicevo;x
1891;229;228;130;Split;x
1892;183;27;27;Travunia;x
1893;217;215;31;Beograd;x
1894;48;239;38;Zala;x
1895;33;126;29;Uckermark;x
1896;164;163;60;Lika;x
1897;227;225;43;Sachsen;x
1898;134;222;140;Wittenberg;x
1899;75;109;68;Ngaichow;x
1900;137;203;124;Kingchow;x
1901;54;97;46;Leichow;x
1902;61;225;28;Hai Phong;x
1903;13;65;3;Niger River;x
1904;152;217;139;Limchow;x
1905;52;78;47;Namning;x
1906;34;119;18;Thang Long;x
1907;98;225;73;Jiangmen;x
1908;83;119;76;Macau;x
1909;70;205;43;Song La;x
1910;113;155;105;Viet Bac;x
1911;63;212;33;Guangzhou;x
1912;54;215;23;Niger River;x
1913;183;34;79;Belitung;x
1914;166;58;79;Baotou;x
1915;38;247;32;Waichow;x
1916;38;52;126;Ganzhou;x
1917;116;0;236;Vaupes;x
1918;35;148;126;Shaoxin;x
1919;36;152;32;Huizhou;x
1920;163;150;173;Ningbo;x
1921;164;154;79;Ningguo;x
1922;36;232;32;Zhenjiang;x
1923;36;36;126;Fuzhou;x
1924;37;240;32;Middag;x
1925;165;38;173;Kelang;x
1926;58;188;32;Pajang;x
1927;167;70;173;Qujing;x
1928;167;66;79;Bozhou;x
1929;39;68;126;Guiyang;x
1930;38;164;32;Tongren;x
1931;103;0;244;Tarma;x
1932;185;74;79;Banten;x
1933;57;172;32;Lampung;x
1934;57;68;126;Benkulen;x
1935;112;0;240;Canelos;x
1936;113;0;244;Quito;x
1937;185;66;79;Muko-Muko;x
1938;111;0;236;Maynas;x
1939;110;0;232;Galapagos Islands;x
1940;109;0;248;Guayaquil;x
1941;108;0;244;Cuenca;x
1942;107;0;240;Tumbes;x
1943;58;180;32;Cirebon;x
1944;106;0;236;Chanchan;x
1945;186;82;79;Priangan;x
1946;186;78;173;Sunda;x
1947;104;0;248;Huanuco;x
1948;58;84;126;Kendal;x
1949;105;0;232;Cajamarca;x
1950;114;0;248;Caqueta;x
1951;58;76;126;Pakuan;x
1952;165;42;79;Taiwan;x
1953;111;60;128;Mezen;x
1954;239;62;192;Pustozersk;x
1955;239;58;64;Ukhva;x
1956;111;56;0;Yugra;x
1957;112;64;255;Pelym;x
1958;240;66;0;Komi;x
1959;112;68;64;Obdorsk;x
1960;239;54;255;Ust-Vym;x
1961;240;74;255;Mangazea;x
1962;112;76;0;Baykha;x
1963;112;72;192;Berezov;x
1964;240;70;128;Yamal;x
1965;113;80;128;Tomsk;x
1966;241;78;64;Turukhan;x
1967;113;84;255;Agan;x
1968;241;82;192;Ket;x
1969;241;86;0;Narim;x
1970;242;94;255;Tyumen;x
1971;238;46;0;Alabuga;x
1972;114;96;0;Kurgan;x
1973;114;92;192;Irtesh;x
1974;241;90;128;Sibir;x
1975;113;88;64;Surgut;x
1976;242;98;64;Ostyaki;x
1977;242;102;192;Bashgird;x
1978;114;100;128;Verkhoturye;x
1979;114;104;255;Agyidel;x
1980;243;106;0;Utva;x
1981;115;108;64;Bayuly;x
1982;243;110;128;Nogay;x
1983;115;112;192;Alimuly;x
1984;115;116;0;Tortkara;x
1985;243;114;255;Shekty;x
1986;243;118;64;Chelyaba;x
1987;116;124;255;Ustyurt;x
1988;244;122;192;Mangyshlak;x
1989;116;120;128;Zhetyru;x
1990;116;128;64;Karakum;x
1991;244;130;128;Kopet Dag;x
1992;245;134;255;Mashhad;x
1993;200;135;255;Tizapan;x
1994;244;126;0;Khizil-Su;x
1995;116;132;192;Bojnord;x
1996;117;136;0;Merv;x
1997;117;140;128;Khiva;x
1998;245;138;64;Konjikala;x
1999;26;187;50;Gulf Of Sirte;x
2000;111;52;192;Cherdyn;x
2001;238;42;192;Ubykhia;x
2002;239;50;128;Solikamsk;x
2003;110;40;128;Circassia;x
2004;238;38;64;Kabarda;x
2005;110;36;0;Osetia;x
2006;110;48;64;Kudymkar;x
2007;110;44;255;Kama;x
2008;109;32;192;Dzurdzuketia;x
2009;237;34;255;Majar;x
2010;109;156;64;Derbent;x
2011;109;152;255;Astrakhan;x
2012;237;150;192;Sarai-Batu;x
2013;108;148;128;Har Nazr;x
2014;236;146;64;Manych;x
2015;237;154;0;Kizlyar;x
2016;237;158;128;Khunzakh;x
2017;108;140;192;Sary-Su;x
2018;236;142;255;Chir;x
2019;108;144;0;Lower Don;x
2020;236;138;128;Sarai-Berke;x
2021;163;153;37;Barbary Coast;x
2022;108;136;64;Ryn;x
2023;235;134;0;Yaik;x
2024;107;132;255;Saratov;x
2025;235;130;192;Borisoglebsk;x
2026;235;126;64;Voronezh;x
2027;163;37;47;Cape Bon;x
2028;107;128;128;Chervleny Yar;x
2029;171;29;39;Straits Of Messina;x
2030;107;124;0;Tambov;x
2031;235;122;255;Qipchak;x
2032;106;120;192;Penza;x
2033;62;131;138;Gulf Of Venice;x
2034;28;172;31;Malta Channel;x
2035;218;222;58;Gulf Of Lion;x
2036;162;165;35;Gulf Of Gabes;x
2037;234;118;128;Samara;x
2038;176;23;66;Bay Of Napoli;x
2039;29;171;32;Tyrrenean Sea;x
2040;106;116;64;Buzuluk;x
2041;234;114;0;Beloretsk;x
2042;106;112;255;Bashkort;x
2043;106;108;128;Tetyushi;x
2044;234;110;192;Bulgar;x
2045;166;47;47;Adriatic Sea;x
2046;56;56;156;Gulf Of Taranto;x
2047;48;138;165;Straits Of Otranto;x
2048;210;214;97;Gulf Of Mallorca;x
2049;233;106;64;Kadom;x
2050;77;234;88;Ligurian Sea;x
2051;146;106;63;Western Mediterranean;x
2052;246;158;64;Altyn;x
2053;186;199;112;Cote D'Azur;x
2054;119;36;255;Taraz;x
2055;245;146;0;Gurganj;x
2056;179;34;34;Ionian Sea;x
2057;247;34;192;Sozak;x
2058;118;156;0;Alty-Kuduk;x
2059;246;154;255;Syghnak;x
2060;118;152;192;Kyzylkum;x
2061;118;32;128;Turkestan;x
2062;117;144;255;Urgench;x
2063;245;142;192;Bukhara;x
2064;246;150;128;Qaraqalpak;x
2065;118;148;64;Kungirot;x
2066;128;34;79;Almaty;x
2067;101;62;204;Clarion Fracture Zone;x
2068;0;36;126;Karamegdan;x
2069;43;173;223;Revilla Gigedo Islands;x
2070;164;108;117;Southern California Current;x
2071;0;40;32;Tobykty;x
2072;80;192;128;Molokai Fracture Zone;x
2073;128;38;173;Urzhar;x
2074;198;160;74;Midway Island;x
2075;106;86;186;Wake Island;x
2076;0;44;126;Dzhaman-Kuduk;x
2077;73;192;199;Western North Pacific Drift;x
2078;128;42;79;Nadym;x
2079;225;173;149;Central Pacific Basin;x
2080;198;201;71;Murray Fracture Zone;x
2081;129;46;173;Kypshak;x
2082;149;221;51;California Current;x
2083;129;50;79;Iglino;x
2084;99;192;209;Andreanov Islands;x
2085;134;175;133;Eastern North Pacific Drift;x
2086;1;56;32;Kerey;x
2087;221;211;87;Umnak Island;x
2088;133;238;70;Northern California Current;x
2089;129;54;173;Aksary;x
2090;168;222;141;Gulf Of Alaska;x
2091;1;48;32;Baganaly;x
2092;131;133;233;Unalaska Islands;x
2093;209;154;154;Aleuts Basin;x
2094;152;145;219;Bowers Ridge;x
2095;226;216;137;Tchouktchs Sea;x
2096;188;224;139;Pribilov Island;x
2097;1;52;126;Lower Ishim;x
2098;129;58;79;Shegendyk;x
2099;157;206;206;Melanesian Basin;x
2100;233;169;131;Carolinas Islands;x
2101;205;230;34;Micronesia Sea;x
2102;228;226;133;Western Pacific;x
2103;2;64;32;Barnaul;x
2104;62;202;124;Bikini Island;x
2105;2;60;126;Argyn;x
2106;171;173;241;Attu And Kiska Islands;x
2107;175;85;183;Komandorskie Islands;x
2108;130;70;173;Yugan;x
2109;2;68;126;Vah;x
2110;136;160;225;Maug Island;x
2111;130;62;173;Narym;x
2112;224;137;154;Japan Current;x
2113;184;228;199;Kamtchatka Current;x
2114;185;183;83;Kamtchatka Basin;x
2115;213;217;51;Lake Winnipeg;x
2116;69;204;62;Coast Of Hawaii;x
2117;102;166;128;Lake Superior;x
2118;69;156;199;Lake Michigan;x
2119;130;66;79;Pegaya Orda;x
2120;79;189;125;Lake Huron;x
2121;199;173;69;Lake Erie;x
2122;2;72;32;Atakent;x
2123;131;74;79;Khujand;x
2124;196;180;70;Lake Ontario;x
2125;152;151;116;Lake Nipigon;x
2126;131;78;173;Uzkend;x
2127;3;80;32;Tashkent;x
2128;131;86;173;Chuy;x
2129;3;76;126;Kokand;x
2130;3;84;126;Talas;x
2131;131;82;79;Shymkent;x
2132;132;90;79;Kashgar;x
2133;4;92;126;Yarkand;x
2134;4;88;32;Kochkor;x
2135;132;94;173;Hotan;x
2136;4;96;32;Qarkilik;x
2137;134;126;173;Khangai;x
2138;6;120;32;Tannu Tuva;x
2139;133;114;79;Chuguchak;x
2140;6;116;126;Dzungaria;x
2141;134;118;173;Altai;x
2142;4;100;126;Kuqa;x
2143;133;102;173;Korla;x
2144;25;13;70;Grenadine;x
2145;133;106;79;Hami;x
2146;5;108;126;Kuruk Tag;x
2147;133;110;173;Urumqi;x
2148;105;11;120;Onega;x
2149;5;112;32;Ili;x
2150;155;12;160;Ladoga;x
2151;125;4;236;Peipsi Järv;x
2152;135;16;244;Bornholmsee;x
2153;140;32;248;Øresund;x
2154;76;76;126;Bure;x
2155;135;142;173;Ordos;x
2156;138;54;173;West Tunguska;x
2157;10;48;32;Kuznetsk;x
2158;10;52;126;Chulym;x
2159;10;56;32;Uchamin;x
2160;138;50;79;Kan;x
2161;120;25;155;Great Basin;x
2162;145;64;232;Västra Östersjön;x
2163;132;227;122;Greenland;x
2164;150;128;236;Livu Licis;x
2165;144;239;162;Québec;x
2166;137;42;79;Chara;x
2167;137;231;212;Weagamow;x
2168;9;32;32;Ikh Khuree;x
2169;8;144;32;Ulanqab;x
2170;136;146;79;Khara Narin Ula;x
2171;193;241;47;Northwest Territories;x
2172;8;156;126;Dornod;x
2173;135;134;173;Qaraqorum;x
2174;6;128;32;Sayan;x
2175;135;130;79;Irkutsk;x
2176;7;132;126;Tsetserleg;x
2177;7;140;126;Xingqing;x
2178;135;138;79;Ejin;x
2179;7;136;32;Govi;x
2180;136;150;173;Chahar;x
2181;105;6;160;Barbados;x
2182;8;152;32;Jirem;x
2183;136;154;79;Xilin Gol;x
2184;110;220;128;Alaska;x
2185;9;40;32;Barguzin;x
2186;10;44;126;Hulunbuir;x
2187;138;46;173;Hinggan;x
2188;205;173;217;Central Siberia;x
2189;11;60;126;Ust-Kut;x
2190;139;62;173;East Tunguska;x
2191;11;64;32;Chuna;x
2192;88;69;224;Western Siberia;x
2193;139;66;79;Seganka;x
2194;139;70;173;Kirenga;x
2195;210;46;46;Eastern Siberia;x
2196;137;34;79;Selenge;x
2197;14;104;32;Verkhoyansk;x
2198;140;74;79;Yakut;x
2199;12;76;126;Aldan;x
2200;140;78;173;Stanovoy;x
2201;12;80;32;Urkan;x
2202;67;181;246;Pamir;x
2203;140;82;79;Haiilanboo;x
2204;13;92;126;Udi;x
2205;13;88;32;Miyoo Gasan;x
2206;141;94;173;Jugjur;x
2207;244;84;13;Meghalaya;x
2208;72;227;41;Arunachal;x
2209;12;84;126;Birija;x
2210;141;86;173;Kuru;x
2211;136;201;239;Himalaya;x
2212;243;236;155;Suleiman Range;x
2213;143;114;79;Kolyma;x
2214;15;120;32;Kagyrgyn;x
2215;52;88;244;Tian Shan;x
2216;143;126;173;The Kurils;x
2217;139;58;79;Angara;x
2218;206;228;52;Western Approaches;x
2219;16;128;32;Tokachi;x
2220;232;148;148;Kunlun;x
2221;15;116;126;Omolon;x
2222;142;106;79;Suntar Khayata;x
2223;141;98;79;Maya;x
2224;82;106;210;Borneo;x
2225;14;100;126;Kharya;x
2226;243;164;225;Maoke;x
2227;255;238;53;Central Australia;x
2228;14;108;126;Tauisk;x
2229;69;90;246;Takla Makan;x
2230;144;138;79;Echigo;x
2231;144;130;79;Kamikawa;x
2232;14;112;32;Yarmanka;x
2233;143;49;49;Western Australia;x
2234;16;136;32;Dewa;x
2235;155;2;120;Northern Norwegian Sea;x
2236;16;140;126;Shimotsuke;x
2237;30;120;172;Rub' Al Khali;x
2238;145;146;79;Musashi;x
2239;145;142;173;Hitachi;x
2240;23;23;147;Badiyat ash Sham;x
2241;17;144;32;Kazusa;x
2242;145;154;79;Kaga;x
2243;63;94;87;Eastern Desert;x
2244;17;148;126;Kozuke;x
2245;145;150;173;Shinano;x
2246;18;32;32;Suruga;x
2247;18;156;126;Hida;x
2248;146;34;79;Mikawa;x
2249;146;38;173;Mino;x
2250;55;1;80;Southern Norwegian Sea;x
2251;19;44;126;Iga;x
2252;18;36;126;Owari;x
2253;147;46;173;Yamashiro;x
2254;19;48;32;Tango;x
2255;75;4;40;Vättern;x
2256;147;50;79;Yamato;x
2257;20;68;126;Suo;x
2258;149;70;173;Nagato;x
2259;21;76;126;Tosa;x
2260;149;78;173;Iyo;x
2261;206;182;43;Moray Firth;x
2262;21;80;32;Bungo;x
2263;186;121;63;North Channel;x
2264;105;3;160;Vänern;x
2265;22;96;32;Sakhalin;x
2266;151;98;79;Wusuli;x
2267;23;100;126;Khanka;x
2268;151;102;173;Iman;x
2269;221;103;53;Cantabrian Sea;x
2270;23;104;32;Furdan;x
2271;76;72;32;Bamako;x
2272;151;106;79;Ninguta;x
2273;23;108;126;Ningguta;x
2274;150;94;173;Okinawa;x
2275;150;90;79;Hizen;x
2276;17;130;11;St. George'S Channel;x
2277;150;86;173;Higo;x
2278;149;82;79;Hyuga;x
2279;111;115;26;Donegal Bay;x
2280;22;92;126;Chikuzen;x
2281;128;32;21;Dingle Bay;x
2282;151;110;173;Huncun;x
2283;24;112;32;Hetu Ala;x
2284;65;7;40;Bottenviken;x
2285;152;114;79;Qingyuan;x
2286;24;116;126;Alchuka;x
2287;152;118;173;Sanxing;x
2288;24;120;32;Heilongjiang;x
2289;76;80;32;Futaa Jaloo;x
2290;153;130;79;Yehe;x
2291;153;126;173;Sartu;x
2292;152;122;79;Mergen;x
2293;24;124;126;Cicigar;x
2294;25;128;32;Boduna;x
2295;76;84;126;Kaabu;x
2296;130;8;240;Finska Viken;x
2297;105;9;160;Kattegat;x
2298;55;10;40;Lofoten Sea;x
2299;120;2;232;Barents Sea;X
2300;205;86;173;Bonduy;x
2301;20;56;32;Tajima;x
2302;19;52;126;Settsu;x
2303;148;58;79;Hoki;x
2304;20;60;126;Izumo;x
2305;148;62;173;Bingo;x
2306;148;66;79;Iwami;x
2307;196;98;64;Ratibor;x
2308;68;100;128;Olomoucky Udel;x
2309;197;102;192;Hradecko;x
2310;120;106;50;Straits Of Gibraltar;x
2311;69;104;255;Frýdlantsko;x
2312;33;140;30;Lusitanian Sea;x
2313;137;35;33;Gulf Of Cadiz;x
2314;197;106;0;Chebsko;x
2315;69;108;64;Plzen;x
2316;152;142;18;Finisterre Bay;x
2317;197;110;128;Ceske Budejovice;x
2318;69;112;192;Cechy;x
2319;197;114;255;Brnensky Udel;x
2320;70;116;0;Pozsony;x
2321;160;153;10;Gulf Of Almeria;x
2322;142;28;82;Gulf Of Valencia;x
2323;70;120;128;Trencsén;x
2324;198;118;64;Nyitra;x
2325;198;122;192;Abaúj;x
2326;213;74;79;Toutswe;x
2327;70;124;255;Ung;x
2328;198;126;0;Máramaros;x
2329;70;128;64;Bucovina;x
2330;199;130;128;Basarabia;x
2331;71;132;192;Cetatea Alba;x
2332;199;134;255;Chilia Noua;x
2333;71;136;0;Chilia Veche;x
2334;199;138;64;Tara de Jos;x
2335;71;140;128;Tara de Sus;x
2336;1;200;200;Madura;x
2337;2;200;250;Blambangan;x
2338;3;220;250;Bali;x
2339;4;250;250;Lombok;x
2340;5;200;200;Sumbawa;x
2341;6;200;250;Sumba;x
2342;7;220;250;Flores;x
2343;8;250;250;West Timor;x
2344;9;200;200;East Timor;x
2345;10;200;250;Yamdena;x
2346;11;220;250;Aru;x
2347;12;250;250;Madang;x
2348;13;200;200;Lae;x
2349;14;200;250;Papua;x
2350;15;220;250;Kerema;x
2351;16;250;250;Daru;x
2352;17;200;200;Yos Sudarso;x
2353;18;200;250;Asmat;x
2354;19;220;250;Fak-Fak;x
2355;20;250;250;Irian;x
2356;21;200;200;Ceram;x
2357;22;200;250;Ambom;x
2358;23;220;250;Buru;x
2359;24;250;250;Tidore;x
2360;25;200;200;Halmahera;x
2361;26;200;250;Ternate;x
2362;27;220;250;Sula;x
2363;28;250;250;Menade;x
2364;29;200;200;Gorontalo;x
2365;30;200;250;Palu;x
2366;31;220;250;Pose;x
2367;32;250;250;Bone;x
2368;33;200;200;Buton;x
2369;34;200;250;Makassar;x
2370;35;220;250;Palopo;x
2371;36;250;250;Tarakan;x
2372;37;200;200;Bulungan;x
2373;38;200;250;Berau;x
2374;39;220;250;Kutei;x
2375;40;250;250;Samarinda;x
2376;41;200;200;Banjarmasin;x
2377;42;200;250;Barito;x
2378;43;220;250;Sampit;x
2379;44;250;250;Katapang;x
2380;45;200;200;Sukadane;x
2381;46;200;250;Kuching;x
2382;47;220;250;Sibu;x
2383;48;250;250;Brunei;x
2384;49;200;200;Sabah;x
2385;82;40;230;East Sahara;x
2386;51;220;250;Palawan;x
2387;52;250;250;Sulu;x
2388;53;200;200;Tagoloan;x
2389;54;200;250;Maguindanao;x
2390;55;220;250;Tagloc;x
2391;56;250;250;Butuan;x
2392;102;54;153;Atlas Mountains;x
2393;58;200;250;Panay;x
2394;59;220;250;Bikol;x
2395;60;250;250;Manila;x
2396;61;200;200;Tondo;x
2397;62;200;250;Pangasinan;x
2398;63;220;250;Cagayan;x
2399;64;250;250;Samtoy;x
2400;65;200;200;Christmas Island;x
2401;66;200;250;Amdo;x
2402;67;220;250;Xining;x
2403;68;250;250;Rebgong;x
2404;111;28;218;El Djouf;x
2405;70;200;250;Kham;x
2406;71;220;250;Dege;x
2407;72;250;250;Qamdo;x
2408;73;200;200;Markam;x
2409;74;200;250;Nyingchi;x
2410;75;220;250;Dangla;x
2411;76;250;250;Lhasa;x
2412;77;200;200;Changtang;x
2413;78;200;250;U-Tsang;x
2414;79;220;250;Ngari;x
2415;80;250;250;Sadiya;x
2416;81;200;200;Dibrugarh;x
2417;82;200;250;Mahananda;x
2418;83;220;250;Koch Hajo;x
2419;84;250;250;Bhutan;x
2420;85;200;200;Koch;x
2421;86;200;250;Barind;x
2422;87;220;250;Nasirabad;x
2423;88;250;250;Silhet;x
2424;89;200;200;Dacca;x
2425;90;200;250;Chittagong;x
2426;91;220;250;Sunderbans;x
2427;92;250;250;Calcutta;x
2428;93;200;200;Gauda;x
2429;94;200;250;Midnapore;x
2430;95;220;250;Jharkhand;x
2431;96;250;250;Surguja;x
2432;97;200;200;Raipur;x
2433;98;200;250;Sambalpur;x
2434;99;220;250;Khurda;x
2435;100;250;250;Lincang;x
2436;101;200;200;Cuttack;x
2437;102;200;250;Srikakulam;x
2438;103;220;250;Garjat;x
2439;104;250;250;Bastar;x
2440;105;200;200;Kalingandhra;x
2441;106;200;250;Konaseema;x
2442;107;220;250;Warangal;x
2443;108;250;250;Kostandhra;x
